0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,0,1,2,3,4,5,6,7,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,Label
-2.8526204e-17,0.0,-3.854729e-18,1.684615e-17,0.0,0.0,0.0,-2.3811742e-17,-1.2176241e-17,0.0,0.0,1.02290776e-17,-1.9279299e-17,0.0,0.0,4.780406e-18,-9.629992e-17,0.0,0.0,-2.0456079e-17,0.0,0.0,8.436695e-18,2.9666855e-18,1.0116701e-17,2.692945e-18,0.0,-3.750238e-18,0.0,1.570926e-17,3.822132e-17,-8.604927e-18,-2.6058363e-17,-1.3285924e-17,-1.3549429e-17,-1.7833271e-17,1.18798885e-17,0.0,7.968216e-17,-1.1342774e-18,-2.3688638e-15,6.411449e-19,-1.2763707e-17,1.8838494e-19,9.389463e-18,-5.1716144e-19,1.8950006e-17,-6.9045365e-19,5.7786763e-18,-0.043937556,-0.05635477,-0.04366457,-0.046953473,-0.13339847,0.02242705,0.049290914,0.09144992,0.034054298,-0.003846796,-0.016726354,-0.08112516,-0.016117597,-0.059535284,-0.00867342,-0.020054588,-0.011281971,-0.0020286688,-0.05773327,0.01167514,-0.0009262751,0.002894915,-0.026394194,0.0039863363,-0.003966434,0.039701097,1.0
-2.8526204e-17,0.0,-3.854729e-18,1.684615e-17,0.0,0.0,0.0,-2.3811742e-17,-1.2176241e-17,0.0,0.0,1.02290776e-17,-1.9279299e-17,0.0,0.0,4.780406e-18,-9.629992e-17,0.0,0.0,-2.0456079e-17,0.0,0.0,8.436695e-18,2.9666855e-18,1.0116701e-17,2.692945e-18,0.0,-3.750238e-18,0.0,1.570926e-17,3.822132e-17,-8.604927e-18,-2.6058363e-17,-1.3285924e-17,-1.3549429e-17,-1.7833271e-17,1.18798885e-17,0.0,7.968216e-17,-1.1342774e-18,-2.3688638e-15,6.411449e-19,-1.2763707e-17,1.8838494e-19,9.389463e-18,-5.1716144e-19,1.8950006e-17,-6.9045365e-19,5.7786763e-18,-0.033199735,-0.12686522,-0.0726256,-0.007043333,-0.06056293,-0.0009676098,-0.012900779,-0.06127175,-0.0005835792,-0.008571494,0.06727509,-0.0040392694,0.001131619,0.017467026,-0.0075320113,-0.016124554,-0.0040666293,-0.021058558,-0.24691623,0.0057940395,-0.024553614,-0.0054263105,-0.0075604767,0.08279053,0.06284585,-0.023098197,0.0
-2.8526204e-17,0.0,-3.854729e-18,1.684615e-17,0.0,0.0,0.0,-2.3811742e-17,-1.2176241e-17,0.0,0.0,1.02290776e-17,-1.9279299e-17,0.0,0.0,4.780406e-18,-9.629992e-17,0.0,0.0,-2.0456079e-17,0.0,0.0,8.436695e-18,2.9666855e-18,1.0116701e-17,2.692945e-18,0.0,-3.750238e-18,0.0,1.570926e-17,3.822132e-17,-8.604927e-18,-2.6058363e-17,-1.3285924e-17,-1.3549429e-17,-1.7833271e-17,1.18798885e-17,0.0,7.968216e-17,-1.1342774e-18,-2.3688638e-15,6.411449e-19,-1.2763707e-17,1.8838494e-19,9.389463e-18,-5.1716144e-19,1.8950006e-17,-6.9045365e-19,5.7786763e-18,0.05232937,0.026894504,-0.002327729,0.068136886,0.045478344,-0.01661499,-0.01372773,0.005488762,-0.0066851266,-0.14250736,0.05036611,-0.022775138,-0.02629556,0.0021593792,-0.009731609,-0.024605544,-0.024730368,-0.020808414,-0.018790096,0.0005678526,-0.03060908,-0.008858028,-0.0039431867,0.030524751,0.010278493,0.1957319,0.0
-2.8526204e-17,0.0,-3.854729e-18,1.684615e-17,0.0,0.0,0.0,-2.3811742e-17,-1.2176241e-17,0.0,0.0,1.02290776e-17,-1.9279299e-17,0.0,0.0,4.780406e-18,-9.629992e-17,0.0,0.0,-2.0456079e-17,0.0,0.0,8.436695e-18,2.9666855e-18,1.0116701e-17,2.692945e-18,0.0,-3.750238e-18,0.0,1.570926e-17,3.822132e-17,-8.604927e-18,-2.6058363e-17,-1.3285924e-17,-1.3549429e-17,-1.7833271e-17,1.18798885e-17,0.0,7.968216e-17,-1.1342774e-18,-2.3688638e-15,6.411449e-19,-1.2763707e-17,1.8838494e-19,9.389463e-18,-5.1716144e-19,1.8950006e-17,-6.9045365e-19,5.7786763e-18,0.3628063,-0.048372727,-0.046504773,0.09724619,0.011680733,-0.124615744,-0.23674767,-0.00035637247,0.01377328,0.044855002,-0.032682553,-0.018561468,-0.016125357,0.00030009757,-0.01802743,-0.04236376,-0.043197706,-0.024589958,0.03850096,-0.020245561,0.008948932,0.014774728,0.0005967798,0.041836586,0.0121605545,0.043193527,
0.06930936,-0.011694733,-0.008969407,0.071730435,-0.0020503749,-0.002021195,0.04313267,0.019697571,0.03854268,0.02877667,0.3001776,0.0033619343,0.004153302,-0.0059570656,-0.0012812711,0.017727654,0.0011413839,-0.050537974,0.004884093,0.0076088,0.0016742278,-0.05530611,-0.00057088176,-0.004709697,-0.0027555728,-0.0015565011,0.008824982,-0.034542836,0.0019420933,0.0032320293,-0.0055080215,-0.013787026,0.00034761295,0.011902042,0.011418696,-0.0023289956,0.00019713264,0.0076500857,0.002824891,-0.0018285931,0.004136683,-0.025776649,0.00070817414,-0.010506729,-0.0010987917,0.007003158,0.013911288,0.041183062,0.012885766,-0.110139444,0.056751788,-0.0017561163,-0.019657044,-0.05287492,-0.58102375,-0.0074799224,-0.039528683,-0.023859233,0.011475521,-0.10344882,-0.013715532,-0.005788457,0.02656466,0.01541138,-0.018157704,-0.039504778,-0.021448234,-0.10727818,0.01708952,0.023701897,0.038154982,0.0062088193,0.04189488,0.06285151,3.254026e-05,1.0
-2.8526204e-17,0.0,-3.854729e-18,1.684615e-17,0.0,0.0,0.0,-2.3811742e-17,-1.2176241e-17,0.0,0.0,1.02290776e-17,-1.9279299e-17,0.0,0.0,4.780406e-18,-9.629992e-17,0.0,0.0,-2.0456079e-17,0.0,0.0,8.436695e-18,2.9666855e-18,1.0116701e-17,2.692945e-18,0.0,-3.750238e-18,0.0,1.570926e-17,3.822132e-17,-8.604927e-18,-2.6058363e-17,-1.3285924e-17,-1.3549429e-17,-1.7833271e-17,1.18798885e-17,0.0,7.968216e-17,-1.1342774e-18,-2.3688638e-15,6.411449e-19,-1.2763707e-17,1.8838494e-19,9.389463e-18,-5.1716144e-19,1.8950006e-17,-6.9045365e-19,5.7786763e-18,0.020823563,0.06675504,0.014974613,0.015421201,0.033385497,-0.16341041,-0.034448624,-0.0415942,-0.011266508,0.0062547596,-0.09023116,0.33214718,0.48170644,0.3416466,0.005740749,-0.023557942,-0.004840769,-0.012366976,-0.008020514,0.015655536,-0.004961541,-0.074752145,-0.0010703787,-0.017145297,0.00061509723,-0.0023377861,
-0.74873525,0.0002626633,0.00052418385,-0.08109412,3.2394507e-06,0.00034019552,-0.0011777922,4.7525837e-06,0.0027695382,-0.049314216,-0.0005506716,-0.00093834475,-6.961139e-06,-7.1585005e-06,-0.000459784,6.2721905e-05,0.0034082474,-0.0034022932,1.2276639e-06,-0.00390628,-0.00015452581,-0.88718015,-0.00025896553,0.0019691733,1.21076455e-05,6.1221326e-06,0.100329906,7.4182e-05,-3.452034e-05,7.932135e-09,-1.0090254e-08,-0.008140667,-0.007051228,-0.005679854,-2.7455087e-06,-0.00010163591,-0.0005306139,0.052030526,0.005437379,-0.00042548345,-0.0022645905,-3.6358328e-05,-3.4363944e-05,-1.2956702e-08,-0.013349658,0.00024287571,0.17818667,0.00026401415,2.0972422e-05,-0.014050241,-0.017901137,-0.01785905,-0.047388505,-0.027276797,0.0052753203,0.2777078,1.4444492,-0.001209201,-0.038197044,0.11238023,-0.0020405182,-0.016695715,0.012895977,-0.05134319,-0.0017817487,0.0014953754,-0.009804189,-0.014777966,0.0053767185,0.073051415,-0.00014345018,0.11341563,0.0353769,0.031420533,-0.021541856,2.0
-2.8526204e-17,0.0,-3.854729e-18,1.684615e-17,0.0,0.0,0.0,-2.3811742e-17,-1.2176241e-17,0.0,0.0,1.02290776e-17,-1.9279299e-17,0.0,0.0,4.780406e-18,-9.629992e-17,0.0,0.0,-2.0456079e-17,0.0,0.0,8.436695e-18,2.9666855e-18,1.0116701e-17,2.692945e-18,0.0,-3.750238e-18,0.0,1.570926e-17,3.822132e-17,-8.604927e-18,-2.6058363e-17,-1.3285924e-17,-1.3549429e-17,-1.7833271e-17,1.18798885e-17,0.0,7.968216e-17,-1.1342774e-18,-2.3688638e-15,6.411449e-19,-1.2763707e-17,1.8838494e-19,9.389463e-18,-5.1716144e-19,1.8950006e-17,-6.9045365e-19,5.7786763e-18,0.015004943,0.00948047,-0.010290535,0.05921115,0.037332773,0.040433127,0.3395837,0.0137339365,0.0,0.0,0.0,1.3303545e-17,-9.775965e-18,0.0,4.468911e-18,-5.0637644e-18,0.0,0.0,-6.6189616e-17,0.0,0.0,0.0,0.0,-5.2774193e-17,6.9738406e-17,0.0,
0.009148804,-0.0019800907,-0.005745573,0.29610524,-0.00027483236,-5.2099203e-05,0.0052870302,0.0070544644,0.0011320441,2.6530202e-05,0.030465946,0.00021413073,0.03829841,0.008895948,0.029018195,0.00079619256,0.0003055818,-0.42218018,0.0020742859,0.0023589167,0.01390439,0.010274399,0.01060209,-0.00905257,-0.0008012249,-0.00042535455,-0.00034226035,-0.015076614,0.010449113,0.002582363,0.0018251265,-0.00093101576,0.003280629,0.05928701,0.19235429,0.017245809,0.00027750622,0.015536369,0.0006354608,-0.012103171,0.06529681,-0.0007960739,0.016800994,-0.0036103234,0.00026815338,0.0001680486,0.0011781509,0.013257519,0.0015691761,-0.075888075,-0.043329164,-0.025894415,-0.04630405,-0.34110346,-0.027974995,-0.0026675018,-0.09809665,-0.06881496,0.041449945,-0.043863237,-0.051131696,-0.0070562703,-0.014351998,-0.029888446,-0.022438005,-0.040396046,-0.013106191,-0.051784102,0.014631637,0.010270555,0.021892669,0.0020129136,0.017694712,0.017603679,0.04866711,0.0
