0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,Label
0.31361824,0.21613659,0.0,0.16560116,0.15276304,0.0798906,0.07169863,0.4199951,0.28014404,0.29483166,0.123571366,0.16526896,0.14955136,0.23831126,0.14565739,0.2712605,0.41638005,0.6104686,1.4149253,0.0,0.6514426,0.40873274,0.0,0.61308885,0.0,0.8157955,0.0,0.42794117,1.776617,1.5107061,0.43124107,0.7344921,0.17348948,0.18244445,0.0,0.2909014,0.0,0.8483302,0.4281,0.0,0.06886291,0.21700464,0.6325024,0.17376,0.2639658,0.04927215,0.22616754,0.0,0
8.312275,9.393824,0.0,0.0,0.0,0.0,0.0,0.0,12.680928,5.85831,0.058600605,14.46731,0.0,0.0,13.051143,12.045795,0.0,0.91368705,0.8566142,0.42946517,0.64636165,0.0,0.0,0.42530394,0.62585706,1.7335322,0.0,1.2429767,0.13672742,0.0,0.0,1.4682206,0.091491565,0.33174133,0.0,0.58802223,0.0,4.8853955,0.54996496,0.10613438,2.0598824,0.66038054,4.637678,0.0,0.6319832,1.877384,0.52845186,0.0,0
0.31361824,0.21613659,0.0,0.16560116,0.15276304,0.0798906,0.07169863,0.4199951,0.28014404,0.29483166,0.123571366,0.16526896,0.14955136,0.23831126,0.14565739,0.2712605,0.03630318,0.22195,0.45350224,0.0,1.2655975,0.18341494,0.0,0.7852491,0.23456898,0.58225983,0.0,0.3544642,0.36752716,0.8518239,0.056886397,0.47491407,0.17348948,0.18244445,0.0,0.2909014,0.0,0.8483302,0.4281,0.0,0.06886291,0.21700464,0.6325024,0.17376,0.2639658,0.04927215,0.22616754,0.0,0
0.31361824,0.21613659,0.0,0.16560116,0.15276304,0.0798906,0.07169863,0.4199951,0.28014404,0.29483166,0.123571366,0.16526896,0.14955136,0.23831126,0.14565739,0.2712605,0.0,1.6264204,2.6644037,1.1086853,1.5215765,0.0,0.0,0.9139959,0.5265625,3.2585075,0.0,2.2417943,0.6987406,0.0015494749,0.0,3.2714868,0.4114548,1.7642776,0.0,1.3361667,0.0,1.4583703,0.22987211,0.21594755,0.0,0.77289253,0.90576637,0.25115037,0.15647785,1.0696794,0.5218566,0.0,0
0.31361824,0.21613659,0.0,0.16560116,0.15276304,0.0798906,0.07169863,0.4199951,0.28014404,0.29483166,0.123571366,0.16526896,0.14955136,0.23831126,0.14565739,0.2712605,0.0,2.7868114,3.585805,1.8189592,2.113499,0.0,0.0,1.2046754,1.1496117,5.1227803,0.0,3.7987885,0.81909937,0.0,0.0,5.076903,0.17348948,0.18244445,0.0,0.2909014,0.0,0.8483302,0.4281,0.0,0.06886291,0.21700464,0.6325024,0.17376,0.2639658,0.04927215,0.22616754,0.0,0
0.31361824,0.21613659,0.0,0.16560116,0.15276304,0.0798906,0.07169863,0.4199951,0.28014404,0.29483166,0.123571366,0.16526896,0.14955136,0.23831126,0.14565739,0.2712605,0.48270687,0.46664724,0.21945737,0.0,1.4494411,0.3535624,0.0,0.775261,0.42421848,0.6142482,0.0,0.6284464,0.60533005,1.222991,0.0,0.17165023,0.0,0.29021287,7.7332172,1.1152804,0.47315475,6.0688443,1.9068489,0.40085098,1.4039649,2.6271284,3.5200973,2.7002604,0.0,1.4496424,5.1056037,0.0,0
0.31361824,0.21613659,0.0,0.16560116,0.15276304,0.0798906,0.07169863,0.4199951,0.28014404,0.29483166,0.123571366,0.16526896,0.14955136,0.23831126,0.14565739,0.2712605,0.21693993,0.095012724,0.8047767,0.28295064,0.80222183,0.0,0.0,0.38741916,0.22788307,0.7928684,0.0,0.46549496,0.94819134,0.5135377,0.0,0.5189453,0.0,0.69611955,0.0,0.9519463,0.0,4.3695283,0.7451303,0.6291106,0.6580751,0.84538096,2.3972354,0.0,1.9858066,0.01444203,3.0172515,0.0,0
0.31361824,0.21613659,0.0,0.16560116,0.15276304,0.0798906,0.07169863,0.4199951,0.28014404,0.29483166,0.123571366,0.16526896,0.14955136,0.23831126,0.14565739,0.2712605,0.14766388,0.29026574,0.8688028,0.41746497,0.5241916,0.0,0.0,0.21174678,0.21407834,0.8211577,0.0,0.5028976,0.9994956,0.4360002,0.0,0.5563682,0.36785194,0.0,0.101794854,0.45874548,0.0,1.617329,0.6617473,0.2793065,0.818651,0.04303024,0.77197117,0.091902666,0.27688983,0.80697864,0.0,0.0,0
0.31361824,0.21613659,0.0,0.16560116,0.15276304,0.0798906,0.07169863,0.4199951,0.28014404,0.29483166,0.123571366,0.16526896,0.14955136,0.23831126,0.14565739,0.2712605,0.0,0.60247,1.752271,0.8256554,1.2574328,0.0,0.0,0.46670714,0.5304474,1.9438901,0.0,1.1481963,0.5909086,0.111141495,0.0,1.726463,0.95080376,1.1390636,0.0,3.1194484,0.34396386,2.4247775,0.30366898,0.04629004,0.3170673,0.39345872,2.783209,0.2823552,0.4360056,0.9576427,0.79502916,0.0,0
4.6795444,1.0095624,0.0,1.1529576,2.0790312,0.0,5.339769,11.681374,2.2381165,2.7346017,5.3767676,0.0,0.0,8.620043,3.167097,3.2016299,0.0042937137,0.39222836,0.62784225,0.19420955,1.1435888,0.0,0.0,0.61422527,0.7444531,1.3973774,0.0,0.86810553,0.11546591,0.076270446,0.0,1.0386485,2.5815096,0.7731267,0.73312235,1.1261203,0.0,3.328108,2.6059344,0.0,1.1641694,0.45719916,0.651696,0.13673766,0.0,0.885598,1.185262,0.0,2
0.31361824,0.21613659,0.0,0.16560116,0.15276304,0.0798906,0.07169863,0.4199951,0.28014404,0.29483166,0.123571366,0.16526896,0.14955136,0.23831126,0.14565739,0.2712605,0.5245247,0.33028543,0.649064,0.0,1.6650169,0.22202444,0.0,0.8788202,0.10207601,0.48920697,0.0,0.56730694,1.3302168,1.7527386,0.121016234,0.24605429,0.0,0.5195703,8.284314,0.1222425,0.0,6.6993904,3.569669,0.0,0.1054677,1.9944711,2.0688107,4.2964525,0.0,2.0917327,5.1075597,0.0,0
8.0497265,4.965767,0.0,1.5617384,4.191541,2.5461404,6.05573,8.9999275,4.7174644,4.384076,2.9712071,2.9169812,0.3381203,1.3964151,1.0940396,1.2249215,0.22294188,0.6137778,0.71426517,0.041181993,3.5430772,0.07007245,0.0,2.0873022,1.512767,2.403365,0.0,1.520051,0.16648902,1.2871498,0.0,1.9574702,1.5392929,0.81639767,0.51776797,1.559883,0.97499925,0.90811235,1.6788045,0.18077885,0.0,1.2203888,0.82044214,1.1998821,0.0,0.7642581,0.0487524,0.0,2
0.31361824,0.21613659,0.0,0.16560116,0.15276304,0.0798906,0.07169863,0.4199951,0.28014404,0.29483166,0.123571366,0.16526896,0.14955136,0.23831126,0.14565739,0.2712605,0.27470404,1.1269757,0.22602993,0.0,0.05858372,0.22446543,0.0,0.1739973,0.19245908,0.9255548,0.0,0.64065653,0.29413024,0.31934243,0.07940792,1.0881791,0.3041082,2.2797422,0.15912317,1.6790391,0.0,1.1731156,1.2139812,0.26733187,0.07269144,2.1666284,2.9799674,0.45672143,0.90750986,0.7449624,2.9388716,0.0,0
0.31361824,0.21613659,0.0,0.16560116,0.15276304,0.0798906,0.07169863,0.4199951,0.28014404,0.29483166,0.123571366,0.16526896,0.14955136,0.23831126,0.14565739,0.2712605,0.42669028,0.62456125,0.51498073,0.0,3.015527,0.37613943,0.0,1.7099001,1.0928591,1.560033,0.0,1.1968225,0.4553614,1.6053615,0.0,1.1229354,1.4903163,0.5228598,0.17936152,0.35402042,0.0,2.268806,1.6326272,0.011208269,1.1331561,0.8008208,0.69282734,0.0,0.0,0.64847976,1.2353952,0.0,0
0.31361824,0.21613659,0.0,0.16560116,0.15276304,0.0798906,0.07169863,0.4199951,0.28014404,0.29483166,0.123571366,0.16526896,0.14955136,0.23831126,0.14565739,0.2712605,0.0,0.38616297,1.483939,0.47157001,1.6269406,0.0,0.0,0.8262487,0.7703883,1.9563619,0.0,1.1054115,0.17949906,0.053574927,0.0,1.5272906,0.17348948,0.18244445,0.0,0.2909014,0.0,0.8483302,0.4281,0.0,0.06886291,0.21700464,0.6325024,0.17376,0.2639658,0.04927215,0.22616754,0.0,0
11.059297,7.534786,0.0,1.0342197,5.279047,0.26228794,3.059758,2.7386036,7.688334,0.0,0.0,5.712282,2.8920515,0.0,0.0,0.0,0.2522051,0.2927447,0.8673018,0.0,0.7192864,0.1376683,0.0,0.55720484,0.0,0.49661976,0.0,0.3021295,1.1600723,1.0755895,0.22150502,0.4458306,0.85767126,1.4298955,0.0,0.5142989,0.0,7.2226195,3.1322763,0.0,1.531241,2.2631803,1.7298316,0.0,0.75878793,0.9199963,4.4661756,0.0,2
0.31361824,0.21613659,0.0,0.16560116,0.15276304,0.0798906,0.07169863,0.4199951,0.28014404,0.29483166,0.123571366,0.16526896,0.14955136,0.23831126,0.14565739,0.2712605,0.74846965,1.0540758,0.8239554,0.0,2.0646737,1.0437331,0.0,1.1511843,0.0,0.5149853,0.0,0.64105374,1.4218401,2.703789,0.5550879,0.30765143,0.0,1.17992,0.0,0.9329165,0.0,4.6981883,0.14473903,0.0,0.0,0.0,2.746919,0.30732688,0.43070352,1.2699085,0.36712468,0.0,0
0.2366102,1.4199119,0.0,0.084365696,0.0,0.0,3.2661445,6.460735,2.210268,4.6350145,3.2581599,0.22522637,0.6331638,8.169754,3.9237037,4.7442904,0.5418118,0.4899984,0.54025584,0.0,2.1332545,0.3948009,0.0,1.0591266,0.1887761,0.61779076,0.0,0.7303727,1.3128232,2.093394,0.116458744,0.31325728,1.6183187,0.493427,0.5506867,0.38167807,0.0,2.6727393,2.120061,0.0,0.8910532,1.186613,0.5525177,0.0,0.25852108,0.24892963,1.2663974,0.0,0
3.6082947,1.2309033,0.0,0.47697294,1.1397966,1.1712264,3.2880068,2.7047384,2.1801646,2.4267316,0.61378086,1.6179942,1.1943905,1.5022384,0.0,1.2113925,0.0,1.6773854,2.160069,0.88155437,1.5110788,0.0,0.0,0.9854284,0.8601806,3.3195558,0.0,2.3753607,0.28514114,0.0,0.0,3.112727,2.0987332,1.8781394,0.17003286,3.6794002,0.6937116,0.42813885,1.8087043,0.30262974,0.0,1.8489289,3.3148654,0.28865623,0.38457203,0.035151053,1.1282189,0.0,2
0.3136182,0.2161366,0.0,0.16560116,0.15276304,0.07989058,0.07169865,0.41999513,0.28014407,0.29483166,0.123571366,0.16526897,0.14955136,0.23831129,0.14565742,0.2712605,0.7909127,1.2814007,0.3639204,0.0,4.1837363,0.597556,0.0,2.3310735,1.7596898,2.3478053,0.0,1.6181169,0.45515624,2.25499,0.0,2.02945,0.1014725,0.1087525,0.0,0.28272983,0.0,2.7446554,0.6189512,0.11012564,1.1410813,0.15023395,1.9788674,0.12561041,0.22808371,1.0490322,0.20049702,0.0,0
0.31361824,0.21613659,0.0,0.16560116,0.15276304,0.0798906,0.07169863,0.4199951,0.28014404,0.29483166,0.123571366,0.16526896,0.14955136,0.23831126,0.14565739,0.2712605,0.0,0.029139843,1.134192,0.0,2.7143736,0.046162333,0.0,1.8517587,0.53514177,1.582965,0.0,0.7744154,0.52912086,1.4927331,0.08317004,1.5762439,0.612211,0.31095645,0.0,1.0782083,0.0,4.1896625,2.0851564,0.0,1.182438,0.70509225,0.5623665,0.0,0.2093549,0.8429313,1.9591376,0.0,0
6.244616,4.441396,0.0,0.0,1.4353837,0.0,6.0739264,9.108556,0.94535375,1.3668525,2.2115462,0.0,0.12541711,7.0421863,2.1595266,4.818268,0.0,0.9784523,0.7142645,0.3755407,0.7294966,0.0,0.0,0.5156985,0.8130508,1.836943,0.0,1.2513958,0.043222237,0.0,0.0,1.5157479,2.7097242,0.8903379,0.78996193,0.73874104,0.78952783,2.2903473,2.101263,0.2924327,0.0,1.9964498,0.95289046,1.4143316,0.019762265,0.9918647,0.006350197,0.0,1
0.31361824,0.21613659,0.0,0.16560116,0.15276304,0.0798906,0.07169863,0.4199951,0.28014404,0.29483166,0.123571366,0.16526896,0.14955136,0.23831126,0.14565739,0.2712605,0.120915204,1.2690892,1.7205472,0.0,3.3561332,1.0622739,0.0,2.287968,0.0,0.86948425,0.0,0.5136672,1.7307402,3.783597,1.2431184,1.478269,0.17348948,0.18244445,0.0,0.2909014,0.0,0.8483302,0.4281,0.0,0.06886291,0.21700464,0.6325024,0.17376,0.2639658,0.04927215,0.22616754,0.0,0
9.6682415,6.8602524,0.0,2.5411806,4.643807,0.0,4.262057,1.710319,2.8543746,1.2531621,0.37803394,5.6955605,0.0,0.0,0.0,0.77815306,0.5289136,0.7925782,0.5310957,0.0,1.3007134,0.7763779,0.0,0.7119178,0.070368946,0.49121988,0.0,0.51171875,0.9556648,1.6937383,0.19660819,0.18922971,1.784219,1.2820222,0.0,2.4426162,0.0,1.2456069,1.6129642,0.0,0.0,0.7235362,1.456422,0.0,0.045709796,0.6265485,1.0635834,0.0,3
6.1886196,1.5157386,0.0,7.568335,0.931109,0.0,4.1891875,6.351623,4.3455763,8.76674,3.0001192,0.27820644,1.6042578,8.033199,1.637548,9.554173,0.13389184,1.4286875,1.167194,0.0,0.0,0.74621063,0.0,0.07111127,0.0,1.277965,0.0,0.8126748,1.0057049,0.7804559,0.44556814,1.1389457,1.5616226,1.2056869,0.0,1.7613076,0.0,2.1290848,1.1939155,0.0,0.0,0.0,0.46733218,0.5088461,0.0,0.95166916,0.5815259,0.0,3
0.31361824,0.21613659,0.0,0.16560116,0.15276304,0.0798906,0.07169863,0.4199951,0.28014404,0.29483166,0.123571366,0.16526896,0.14955136,0.23831126,0.14565739,0.2712605,0.6769318,2.0119915,1.7712066,0.0,3.1024876,1.8318949,0.0,2.1645758,0.0,0.80662173,0.0,0.344361,1.974194,4.616666,1.697166,1.0612543,1.851603,0.32433072,0.50202656,0.29997742,0.0,5.2270703,2.6751215,0.0,2.2445707,0.86373585,2.2562685,0.0,0.0030589402,0.92614895,1.0273622,0.0,0
0.31361824,0.21613659,0.0,0.16560116,0.15276304,0.0798906,0.07169863,0.4199951,0.28014404,0.29483166,0.123571366,0.16526896,0.14955136,0.23831126,0.14565739,0.2712605,1.0386978,0.9744079,0.9187046,0.0,2.1131942,0.94664997,0.0,1.1366428,0.0,0.4905002,0.0,0.7656595,1.8398213,2.8955247,0.47567424,0.069351636,0.0,0.15468922,0.0,0.29308674,0.0,2.5587828,0.40587413,0.42190868,0.8621492,0.4801376,2.376237,0.0,0.9058573,1.1537869,0.5642022,0.0,0
10.459626,8.883867,0.0,7.8503194,4.2199993,0.26432815,5.390969,11.211267,0.0,10.542979,6.8924823,0.035345923,0.0,9.837196,0.0,2.6027305,0.07641384,0.5028005,0.67335033,0.0,2.6217263,0.011482194,0.0,1.6117295,1.1233441,2.1404867,0.0,1.0940132,0.032935854,0.7888636,0.0,1.8528558,0.0,0.57394236,0.0,1.0115132,0.0,6.810406,0.6023987,0.0,0.46636933,0.0,3.3204515,0.0,1.5136838,0.5650171,0.6688681,0.0,0
1.0563668,3.4776235,0.0,0.0,0.0,0.78262246,3.0723927,0.56686807,1.1922871,4.25391,1.3719906,6.224798,0.0,5.1604705,3.1245983,6.8458343,0.6694961,0.86640483,0.95882094,0.0,4.5915833,0.7990263,0.0,2.4563127,0.77158016,1.4638469,0.0,1.4014043,1.886636,3.738207,0.022994393,1.2477263,2.091173,1.1142046,0.0,2.1725068,0.46706757,1.4624847,2.053955,0.0,0.0,0.80314755,0.7159745,1.0002391,0.0,0.9955455,0.2330153,0.0,0
0.31361824,0.21613659,0.0,0.16560116,0.15276304,0.0798906,0.07169863,0.4199951,0.28014404,0.29483166,0.123571366,0.16526896,0.14955136,0.23831126,0.14565739,0.2712605,0.0,1.4816402,2.5578313,1.0633379,2.167749,0.0,0.0,1.2154267,1.0685353,3.6852567,0.0,2.4496577,0.23138273,0.0,0.0,3.3399663,1.3550448,0.23028263,0.0,1.1183214,2.5061963,4.2335553,0.6051534,0.75124764,2.5218892,3.0523353,5.555523,0.0,0.3998201,0.85623217,0.7541822,0.0,0
2.924459,2.7022998,0.0,0.0,0.0,3.7586467,2.2646244,4.5089912,2.3431337,0.89185166,3.6897945,3.713798,0.0,0.17586553,0.4155532,0.0,0.0,1.9854494,3.0530155,1.3006481,2.1985245,0.0,0.0,1.2600149,1.0776513,4.284993,0.0,2.9872034,0.4438988,0.0,0.0,4.0643377,0.2698546,1.4794608,0.0,1.0926008,0.0,1.6902499,0.22514412,0.72637737,0.0,1.220535,1.1897582,0.0,0.42457956,0.95561814,1.9465448,0.0,0
11.48392,7.361605,0.0,3.7416446,6.5151715,0.0,3.8699057,4.29452,3.845774,0.7607427,0.0,5.2046824,0.0,0.0,0.0,1.243778,2.2009058,4.0878696,0.17387219,0.0,1.515971,1.7884306,0.0,0.92780924,0.7995391,2.4020662,0.0,1.0183825,1.3075671,3.1319888,0.5293366,2.547668,2.5400195,2.6123323,0.0,3.6181462,0.21197042,0.59572005,2.166908,0.21615776,0.0,2.568107,3.7613895,0.1397525,1.0205144,0.0,1.8472247,0.0,1
7.147819,8.244284,0.0,1.5096632,1.5952965,5.971486,0.0,0.5669927,17.163754,7.503486,0.86859256,9.347403,8.4772415,0.0,0.032143544,7.6764483,0.0,1.5734198,1.3458086,0.6491545,1.0100234,0.0,0.0,0.80886424,0.94479764,2.7568562,0.0,2.0183475,0.10366675,0.0,0.0,2.5229547,0.14836642,0.11536675,0.0,0.94694746,0.0,4.2250676,0.65228087,0.2343051,1.9212456,0.8037977,4.4076304,0.16897625,1.061771,2.0271528,0.37899673,0.0,2
0.31361824,0.21613659,0.0,0.16560116,0.15276304,0.0798906,0.07169863,0.4199951,0.28014404,0.29483166,0.123571366,0.16526896,0.14955136,0.23831126,0.14565739,0.2712605,0.0,0.5205159,0.9804206,0.0,0.50581545,0.13905123,0.0,0.5462909,0.0,0.7575174,0.0,0.26595008,0.62685007,0.6014127,0.37321076,0.9386088,0.0,0.25413263,0.0,1.0151033,0.0,4.929256,0.13983238,0.13956371,0.31981534,0.0,2.6215308,0.0,2.1522987,0.88067657,0.5046664,0.0,0
0.31361824,0.21613659,0.0,0.16560116,0.15276304,0.0798906,0.07169863,0.4199951,0.28014404,0.29483166,0.123571366,0.16526896,0.14955136,0.23831126,0.14565739,0.2712605,0.20926021,2.4574156,1.0204109,0.55774355,0.9746707,0.0,0.0,1.1494128,1.5631236,3.6475916,0.0,2.487118,0.0,0.0,0.0,3.429785,0.17348948,0.18244445,0.0,0.2909014,0.0,0.8483302,0.4281,0.0,0.06886291,0.21700464,0.6325024,0.17376,0.2639658,0.04927215,0.22616754,0.0,0
7.8008213,5.2813177,0.0,0.5047896,3.789147,1.0323322,2.2630246,2.428742,6.8860636,0.45667484,0.0,4.636134,3.2317803,0.0,0.0,0.0,0.0,0.32115406,1.0829419,0.0,3.342844,0.044633552,0.0,2.1141589,1.1987507,2.395556,0.0,1.2604333,0.12699533,1.2166017,0.0,2.2203228,0.89862823,0.92457163,0.014886241,2.0653126,0.39976987,0.7515921,1.5076481,0.24027222,0.0,0.8275538,0.34672055,0.4761154,0.0,0.8116759,0.681882,0.0,2
0.31361824,0.21613659,0.0,0.16560116,0.15276304,0.0798906,0.07169863,0.4199951,0.28014404,0.29483166,0.123571366,0.16526896,0.14955136,0.23831126,0.14565739,0.2712605,0.0,1.2910767,1.6511947,0.963325,1.0001367,0.0,0.0,0.5083897,0.6358013,2.487406,0.0,1.7935615,0.4274594,0.0,0.0,2.2840965,0.0,1.7827967,0.0,1.758112,0.0,1.4244628,0.0,0.25920784,0.0,0.806341,1.257037,0.2529167,0.42273563,0.87417525,0.6755371,0.0,0
0.86096185,0.86683327,0.0,0.0,0.03718058,0.0,6.3312235,8.217389,4.142276,7.153298,4.969416,0.87088585,0.0,6.030672,5.7768674,2.9975023,0.0,0.014469149,1.1178389,0.15316492,2.5633025,0.0,0.0,1.5453331,0.9581679,1.9522542,0.0,1.0693457,0.21550311,0.81113243,0.0,1.5499637,0.6675745,0.24372184,0.75602776,1.2319179,0.69512117,0.68702966,1.3142463,0.47376546,0.07695046,0.8112977,0.12943444,0.6910201,0.0,0.9921901,0.23669201,0.0,1
11.029897,2.0091498,0.0,12.09844,0.0,3.7844944,0.0,2.6236281,7.771159,7.3502455,0.0,4.3564568,2.8070648,2.872262,0.0,8.821913,0.0,1.5741638,2.196448,1.4181885,0.7070977,0.0,0.0,0.5064664,0.19959891,2.408735,0.0,1.8318279,1.3700403,0.29262558,0.0,2.496163,0.0,0.06298349,0.0,1.2181023,0.38004747,3.8310146,2.610657,0.0,0.0,0.38067466,0.45979077,3.7942324,0.0,3.277156,1.3286562,0.0,2
0.31361824,0.21613659,0.0,0.16560116,0.15276304,0.0798906,0.07169863,0.4199951,0.28014404,0.29483166,0.123571366,0.16526896,0.14955136,0.23831126,0.14565739,0.2712605,0.0,1.4051431,1.694289,0.7785718,1.4097515,0.0,0.0,0.85267526,0.97934747,2.9511878,0.0,2.0834389,0.14781141,0.0,0.0,2.611267,0.0,1.7884338,0.0,0.55790657,0.0,4.2104273,2.5859919,0.5456027,0.97292787,3.2061176,3.3774521,0.0,2.8380904,0.0,5.506561,0.0,0
