0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,Label
8.372122,0.0,11.112777,7.709522,0.0,4.583096,0.66586936,14.262188,8.768882,1.0415652,5.7289867,6.062122,13.147906,8.786293,13.442512,0.0,0.0,2.5018144,2.3130014,16.475008,1.9395099,0.6533877,4.896947,8.40825,6.160193,0.0,14.037833,4.4904633,0.73694825,5.3317695,1.2315136,0.0,7.415699,5.1166677,4.0769305,9.618285,5.011096,0.0,0.0,6.039051,7.5589747,6.3690734,7.0295186,4.6737366,11.964847,8.847828,1.3764596,5.2417555,6.199291,0.0,2.9066625,0.0,5.1474557,2.190381,7.4967213,7.331639,0.0,2.7436423,0.0,4.304348,0.0,5.300213,0.0,2.3879254,3.0
2.133002,0.89001745,3.5179758,4.103975,0.39551708,6.41429,0.0,4.45191,5.910295,1.269718,2.876349,5.9104867,7.7471857,10.215873,1.6443353,0.0,0.5499404,3.2729883,1.3877932,3.2843556,0.40507424,5.5646443,3.396591,6.1573453,0.0,1.1896367,6.696673,1.3943496,4.4091916,5.843313,5.686443,5.9222465,4.6928344,3.373612,2.9323447,3.762647,0.67109895,6.953661,6.421667,12.001533,9.177183,8.235077,2.0639076,4.9116254,5.6884356,7.8265667,10.16559,5.217288,3.2273648,5.7507257,0.0,4.9915624,6.450431,0.0,3.589238,6.1175666,3.940786,4.3324285,1.3345686,4.997463,1.3151122,5.9340672,3.0722783,3.5729597,3.0
3.1664238,0.0,3.647778,3.140829,4.3728476,10.752796,1.6539586,2.3880196,4.6306777,6.723736,0.0,4.5567393,4.4959927,2.6931436,2.7772763,0.0,4.06127,2.044779,4.7622232,3.5422997,1.5286291,5.610296,8.166227,1.8674934,0.02255018,6.8981156,4.1290684,2.9391623,1.5156584,8.092032,3.570036,6.7361298,6.287508,5.982299,4.123662,7.731373,3.3775322,9.588343,4.5594716,2.7979627,3.7992585,3.4625638,8.179215,10.394487,6.5734143,8.209859,3.6664798,0.42887482,3.3113585,10.16761,7.006779,0.8507427,4.095674,1.521578,2.353337,5.627757,2.6324866,3.026391,6.085302,8.139414,4.1784983,0.19432563,7.802585,9.034511,1.0
3.170965,0.0,8.593512,0.0,5.4751086,18.564753,3.6375504,6.022686,4.838925,7.5988207,1.9117086,5.9524617,10.818808,1.6483339,4.8059497,0.0,5.225383,7.6080165,0.45055175,7.247148,5.3183165,0.0,11.778019,8.79282,0.0,11.286155,6.851617,1.1661357,0.0,8.264018,5.674411,3.5447443,1.5705862,8.78368,3.5971613,6.349399,4.737007,8.341236,5.2009788,2.4006855,2.4517508,4.4485545,9.576246,8.087025,8.792274,9.542655,0.66607296,0.0,0.0,13.231829,8.858008,0.0,4.4072685,0.0,0.0,6.78574,0.0,0.0,9.08198,7.5464134,12.733497,3.11719,7.7407966,16.661846,0.0
0.63645196,0.0,5.8623223,1.5728084,5.0872245,9.820949,5.614502,5.648675,0.5162802,6.489402,0.0,1.486891,3.609221,0.0,0.0,0.0,2.0581727,7.4007335,1.4690012,4.8220615,6.9525547,1.8881844,7.8853483,2.9777498,0.0,7.1044745,4.660759,6.821467,3.797877,5.690676,7.76973,2.6613195,3.1135335,2.7489667,4.143862,5.4786553,4.4116178,5.7896013,8.63398,0.09176549,4.0975423,6.8871245,8.563955,3.6617196,9.571111,6.887478,0.6324168,5.000198,5.463056,8.224166,5.9764957,1.1571795,4.0108547,0.0,5.693981,4.894623,1.0985681,0.0,8.579788,3.3564308,5.989223,0.0,7.4960337,6.1763606,0.0
5.5523834,0.0,7.2879868,1.3125163,4.7485886,6.940313,0.0,4.557595,1.8052832,9.890384,0.0,4.0325313,4.51455,1.4827597,1.8718015,0.0,7.9089756,7.6909966,2.1169956,4.0837097,1.6664385,4.5643916,10.194332,5.700263,0.7862851,7.8964767,3.9698942,4.6273036,3.0769958,9.630778,3.758724,4.524014,5.122131,1.836302,4.690855,5.877573,4.787282,8.740133,2.654375,0.80910337,0.0,2.7995996,11.25203,6.6715693,4.771399,11.548067,6.2706895,2.4098682,4.4979224,12.785193,6.9398794,1.4148409,7.527632,0.0,3.222155,2.8469906,3.6649292,2.0090342,7.01491,7.216722,6.0113335,0.2654419,7.060917,8.902727,3.0
6.2968116,0.0,3.5020368,3.809949,6.1304536,7.0567636,0.28966406,0.59710467,2.3216906,6.425825,1.044229,2.4674892,3.349619,2.776996,1.8284781,0.0,11.214275,2.0186875,7.375879,5.9847574,1.5957708,4.2238164,8.208096,0.0,0.0,6.1527276,4.868788,6.3173995,0.63125116,6.261162,4.3144603,4.377581,10.987122,2.4632738,3.1686556,7.2427444,5.0603456,4.3320885,1.3561653,0.0,0.0,0.57837975,10.664414,12.774208,6.018839,6.455327,7.2676105,0.0,5.2692533,14.085315,11.823963,0.0,3.1668458,0.41823977,0.526783,0.0,0.0,5.7559724,4.885818,8.336946,4.9389014,0.0,9.489705,13.757046,1.0
0.0,0.0,6.313346,3.683551,2.6744177,10.204075,3.007584,2.5214362,3.9923759,4.042261,0.55809236,4.753036,6.3306184,2.478071,0.41011444,0.0,3.166053,2.9469318,2.2122095,2.322874,4.4695125,3.368865,2.980678,4.1609764,0.0,6.3143883,0.0,2.1340418,0.0,5.996426,4.762544,2.285057,7.2805953,3.871874,3.0724568,2.082278,0.0,4.815587,0.0,2.8918893,3.4842832,6.175551,9.940153,8.030131,4.9276314,3.4915597,1.396601,4.704674,2.2799606,7.1539702,3.856537,1.2269955,5.050058,0.0,0.9256961,1.9348302,0.0,0.0,4.7145863,5.2943563,6.069029,4.609737,5.600961,11.268732,2.0
0.26627794,0.0,7.416969,4.307012,4.1343822,17.797155,5.8023376,3.958965,5.065894,5.325309,1.5865432,6.40219,10.532366,0.415816,2.9251742,0.0,1.6931185,3.8212886,2.6702607,4.699574,2.2764697,0.087764695,8.433101,4.6806326,1.008268,8.984958,0.0,0.0,0.0,9.112422,3.792829,2.770698,5.3336873,8.024757,2.7995896,6.6769395,2.509735,7.2338557,0.92422086,0.18720052,3.537074,5.297941,10.724039,12.811033,4.3879185,8.342869,0.19006562,3.9071155,4.484195,10.97521,9.101344,0.0,4.9247885,0.0,0.0,5.9289403,0.0,0.0,7.4754205,8.591396,8.857029,5.5634913,6.2785654,16.421537,2.0
1.0257293,0.0,6.4728007,5.6943855,4.880119,14.595135,3.3787212,6.6845617,2.9519224,6.301426,0.0,1.562501,6.509737,3.0648227,0.5553516,0.0,6.909981,5.6329274,3.2587209,0.0,2.3887904,4.1887994,5.3179483,3.6273675,0.0,8.650569,0.0,5.403044,3.9828825,10.756276,6.393655,5.6764827,2.3598542,1.3750209,5.4309893,7.4086933,6.3692474,7.8494453,3.6411753,4.1587825,4.4672046,9.277245,11.028911,8.030817,5.6608634,8.381175,7.2078147,6.736409,7.3332825,14.752801,10.745544,5.137169,9.722255,0.0,2.681513,7.5822496,4.758463,0.0030029938,9.117417,6.094227,7.9515266,5.5677924,11.817531,14.726023,2.0
0.2475327,0.0,4.7959604,1.6443965,4.9549356,4.168362,1.1196772,3.3654819,3.0914974,5.680459,2.501201,3.5796063,2.171674,0.0,2.1415265,0.0,5.1026425,6.425389,4.4488873,4.824438,1.2138186,3.8661115,6.338914,2.68871,3.5027251,7.8359795,5.5728216,7.057807,3.1104598,5.81533,4.40336,1.6597173,7.962018,2.8830981,5.670612,4.8474264,3.2424142,4.5843644,5.608178,0.0,0.6127912,2.5600739,9.8443575,8.145997,7.2945147,12.994643,3.7466161,7.4546475,5.0895567,9.120149,3.0323691,0.82909745,5.428468,0.0,3.4741104,2.7335382,3.1407092,1.3725028,8.204611,4.228188,4.2145634,0.42356485,5.1127195,7.2762384,0.0
2.7249782,0.0,3.6772823,1.0740899,3.3904474,10.302987,2.558958,1.5610025,3.0880356,2.8155997,6.051624,4.3048387,5.4625597,1.5677377,1.1900796,0.0,3.7738004,1.0587842,6.635674,7.392084,5.0074754,1.5176122,6.3454256,1.5673704,0.0,7.484752,5.711794,3.4940486,1.5911745,8.922457,4.767516,0.0,6.7780147,10.692527,3.836334,8.19361,0.22778875,6.2110434,3.7560437,0.0,1.1065222,1.9521885,6.107724,12.05062,9.946889,6.866516,0.32735795,0.8090902,3.734123,5.9375305,3.5288994,0.0,0.3990584,3.7348795,3.6245434,2.1678493,0.0,1.4648468,5.562255,10.30716,3.3727386,0.0,4.393621,9.923145,1.0
4.300539,0.0,7.487772,2.9834747,3.234711,0.0,0.0,6.577298,3.228154,6.218193,1.5682949,3.1121209,4.2280498,0.09718942,1.7595055,0.0,7.7709746,6.2731595,1.3980893,5.420293,0.0,3.0206013,9.561575,5.796783,5.0863557,6.2974253,6.0800457,5.285694,1.6572223,5.9307885,5.060637,3.2903876,8.302308,0.219093,3.5267644,2.8818972,4.8621883,5.327518,4.279924,2.256518,0.0,5.531314,10.824094,7.72296,3.9380093,15.402778,8.375158,7.6894145,3.758319,9.632633,3.8560755,0.12319583,9.842784,0.0,4.815042,2.0076938,5.3736258,4.5416365,6.396121,6.4429092,3.0488846,1.939316,4.93056,5.8651805,3.0
9.45073,0.0,4.239132,6.4547973,6.312398,5.3122983,7.657354,5.2686596,0.0,1.6849521,0.710907,0.0,4.0029488,7.541891,0.0,0.0,9.723576,0.0,10.30815,0.0,4.107627,4.8787155,1.3061838,0.0,0.0,4.9975376,0.0,3.6136966,7.05991,13.704026,7.141343,8.441107,10.427405,2.5155833,4.566554,8.53739,8.458887,9.0293255,5.4320507,0.7357872,2.5798752,3.223624,7.726875,7.531173,5.099712,5.6194468,12.43028,2.6511552,15.050348,12.54076,15.788453,0.0,7.497658,3.8148632,5.2245917,5.6733603,8.262148,6.6657305,7.594233,10.369931,0.0,1.0853881,7.019237,7.6228814,3.0
2.1366246,0.0,6.1332765,8.888056,0.9396228,10.02943,0.0,9.850101,8.262787,3.0332823,2.3540895,9.856072,12.058543,15.333037,13.57555,0.0,0.0,9.711354,0.0,12.528974,2.3456023,4.771949,7.694789,7.4060817,4.0405817,3.310126,11.755197,3.0886102,2.3374012,6.1556506,0.8055704,8.728564,1.8098035,2.5213413,1.928877,11.766525,6.9502244,4.6185536,3.563133,14.966448,13.55097,2.6059985,0.0,6.3513637,9.641358,8.759154,8.465783,1.8026671,0.8899329,7.2714686,5.4322486,6.645374,1.349852,0.0,2.0559006,13.875582,7.384911,2.2754853,0.0,0.03262614,2.7076347,11.127494,5.9584265,0.0,1.0
0.0,0.27433625,5.0844293,2.6778603,1.1238372,9.885669,0.0,3.5052567,6.0502734,5.8929853,2.2211573,3.137141,8.734377,7.2423115,5.7476172,0.0,4.145269,5.5172853,1.1754098,3.6795952,0.021155395,5.035653,8.574303,3.1151726,1.6908964,5.3388886,9.470436,1.5004555,1.6525676,6.645678,3.9302392,3.1655655,3.6989903,1.1158291,4.756103,6.8920474,0.5715877,5.427816,7.9983253,9.027791,5.3075333,1.7903211,3.8106863,5.98997,8.2824335,12.799113,10.449,8.071197,1.832896,7.378322,0.3937798,6.8773975,7.252267,0.0,3.3127165,7.983459,3.7254803,0.0,1.4876281,4.520245,6.5863695,6.2380686,7.730112,6.324956,0.0
0.058187827,0.0,4.1095977,4.0033693,0.0,4.405712,0.27425653,1.643036,3.7971787,1.5658137,2.901151,2.4987874,6.424211,4.433544,1.9680041,0.0,3.2977,3.2699664,2.5899727,1.7733936,0.0,4.1031547,3.336056,2.7244835,0.0,2.931111,5.3571568,1.4096596,3.350703,6.781526,4.2824354,3.6976888,3.2008615,0.0,4.089369,3.7542076,4.095764,4.8408966,6.182427,6.092767,5.137274,5.1839743,3.1148813,5.2916303,3.9993863,11.021095,8.770511,8.842944,5.258853,7.521463,2.0484858,5.0647216,8.10267,0.0,2.393647,5.524816,5.6350613,2.890816,3.119233,4.9269676,2.0102208,3.390903,4.8331866,4.7703843,0.0
0.07730421,0.0,4.3683705,3.9052682,0.67204905,9.131392,0.0,3.0740874,6.704483,6.8193216,0.0,2.6520915,4.855407,2.5185494,1.9967713,0.0,2.5914721,2.158181,1.7467687,2.6628938,0.950213,5.0485826,5.719461,4.526481,0.544963,3.0658956,4.6619086,3.6402855,2.4044151,5.9641337,5.0218744,4.6158724,2.9288251,2.1428123,5.447074,4.590767,3.9157045,6.3944955,4.528565,7.4678006,6.504791,6.6398897,7.0431128,6.1297016,6.806011,11.975486,6.846658,10.680763,5.3623977,6.5116935,1.7903694,5.518372,11.555789,0.0,4.692057,6.118,4.9529166,1.2001822,5.919275,5.9842343,2.5363371,3.7152607,6.704389,6.028023,3.0
2.3511994,0.7186795,4.530663,5.4293694,1.0945921,6.657356,0.0,8.107822,8.63852,6.507656,4.095405,7.8665476,6.249347,13.322623,10.3478985,0.0,2.318279,6.806314,0.2668445,9.845854,1.7353733,7.5329676,7.101199,5.3856893,4.8415613,3.3563428,11.350172,5.642074,2.2926347,2.8339093,1.9801416,5.729175,0.20225607,1.0617319,0.48372614,10.690085,3.6694217,2.0467746,2.9481592,12.329019,10.920844,3.7952359,0.0,4.526675,7.689901,7.0957384,7.9042926,3.5958326,0.96019876,4.9738407,4.282084,4.866586,4.7332277,0.00078855455,2.6880674,7.8627596,4.1014085,3.0519452,0.0,1.2869571,3.6917772,8.265292,5.775231,1.1495337,1.0
1.6629916,0.0,4.345847,7.078413,0.0,7.170151,0.8919584,4.7203054,8.720499,3.5769293,0.683131,8.935662,8.293001,6.4683743,7.9796815,0.0,0.0,0.15657422,1.5983915,8.02365,2.2994761,3.3640256,6.395658,4.6115704,2.3985941,1.2366582,7.5558476,0.0,2.5740206,5.8640428,2.359927,4.0193167,5.093533,3.687376,2.5158145,8.263742,3.4618258,4.7923064,4.5208907,9.712695,8.562055,3.0800285,3.3044999,7.673046,8.619645,10.807443,5.0140715,5.333223,6.064556,5.61866,2.490027,6.152238,5.5637555,0.0,2.2213383,10.025408,1.9881655,1.7816083,0.27546513,5.4746056,1.121935,4.502566,3.2807105,3.5484076,2.0
0.0,2.908971,3.0460405,5.1541233,0.9028247,10.216035,0.0,3.2842162,5.9658923,5.4790173,0.77645576,6.809743,7.255299,10.499678,6.4473925,0.0,1.5503919,5.4021626,0.41787392,4.5935035,1.8704364,6.540477,7.197821,3.427812,0.5411484,3.515748,7.6540375,1.7770332,1.3641108,5.233994,2.9623177,7.110187,0.99986273,2.140976,3.257183,7.364136,0.0,6.4121723,6.6456914,14.019891,9.967794,2.906099,0.09395781,5.467782,7.975824,7.5132637,10.292494,4.1024566,0.0,5.6141934,1.1221904,7.2581615,4.7934904,0.0,1.9227864,9.142715,4.4252415,0.921075,0.0,3.075675,3.4229152,8.109636,7.126746,2.9276605,2.0
2.3209538,0.0,9.660576,7.1425524,0.0,5.635131,5.217545,4.124967,10.80406,4.7658987,4.1969156,8.049107,12.240334,0.0,5.6366415,0.0,0.0,0.0,5.2571006,11.355936,4.747775,0.0,4.9696774,8.117909,4.754291,1.2036746,9.04443,1.8549739,2.4867294,8.843958,4.075507,0.0,13.287221,7.849238,7.2104425,3.422356,4.568506,2.5209963,1.8259848,4.81503,3.6915157,8.00771,11.322297,12.976043,11.35906,14.401211,0.0,15.619563,9.390583,0.6471946,0.0,4.456103,8.081509,2.5171034,7.2635164,5.3168545,0.0,0.8083967,5.677949,11.389677,0.4211441,2.1750035,1.5351561,6.5621476,2.0
1.6138988,0.0,3.6057708,0.442838,2.3049204,2.4111514,0.0,4.362557,7.0490828,5.7863903,6.8420196,1.417263,2.2187817,1.4807128,5.891133,0.0,4.402541,4.1122017,4.753933,7.492604,1.1932229,2.165984,3.4428782,7.1650996,5.715769,1.9859654,11.427401,7.246101,2.6533382,1.4979271,3.9708433,0.0,6.216802,1.725029,6.642725,4.4537797,6.5362463,0.69002974,2.743441,1.3870276,2.1391268,4.1190867,5.1146946,4.2295027,5.9629188,12.999254,2.4407082,8.686586,4.4356227,4.34521,0.0,4.7808094,6.196671,0.0,3.022001,2.911309,4.009966,2.1819026,5.7192364,1.2483302,4.5722,1.9715431,2.50591,3.7664812,0.0
0.0,0.0,8.663151,13.335071,0.0,5.2493234,1.9079205,9.444903,10.310294,0.27968135,1.4729147,14.524864,13.672463,12.684498,13.055492,0.0,0.0,4.3400016,3.5850093,13.768314,3.3639195,2.4330745,4.868506,5.071406,4.3134203,0.0,11.075127,3.1038938,3.2659671,7.1347423,3.5298898,7.905635,4.498872,4.3310685,2.9679856,10.013068,7.3628416,5.6137357,1.6805414,13.235176,15.817154,8.976193,1.3647233,7.697206,11.958448,7.441067,5.2452154,5.022634,3.7911305,5.128523,7.63606,7.426293,3.192875,0.0,1.8279998,14.653356,5.4281983,3.4873924,0.5464054,2.040817,0.0,10.370971,3.6930008,2.390064,1.0
12.298836,0.0,7.127955,4.108982,3.0336142,6.766084,0.0,16.05904,9.420848,0.7432362,6.701726,8.939122,15.713256,20.78315,13.275256,0.0,2.65124,13.165629,1.3561853,16.652046,1.5408839,1.7788405,1.315794,14.298668,4.5190783,0.0,16.368643,6.64494,2.7791743,6.523308,2.7365947,6.7136345,2.0410423,5.2948923,5.9763002,10.257693,8.332624,0.7402894,1.0997562,11.779876,12.899694,4.168348,1.0354538,2.7718737,9.694206,10.9127035,8.512215,5.2291646,7.5697227,8.56269,5.2968025,3.886726,2.3997998,0.0,5.115986,11.84918,8.098208,6.0172935,0.0,1.5181872,2.1108587,11.288446,0.0,1.631728,3.0
4.865327,0.0,4.754706,0.0,3.0120115,8.084426,0.0,8.191625,6.0966682,8.487312,2.1091435,3.9624777,5.9355764,10.717526,5.8127594,0.0,4.2903605,5.9190936,0.397703,6.9416394,2.4639564,5.99922,5.4905434,6.951848,3.8197253,3.6248357,8.215327,5.1309543,1.3701634,6.426024,4.0297985,4.817224,1.7135705,3.0508668,3.5416977,9.026902,0.049726695,3.1162517,2.5862455,7.4634047,6.3007746,1.5350497,5.4218,1.2532037,8.810137,9.079891,6.5934844,4.54802,3.1821673,4.3143826,0.0,1.7852024,7.435262,0.0,7.4936266,4.73371,2.1403294,0.4906099,3.187188,2.7437172,3.7345977,4.732655,4.0003414,3.6882887,3.0
3.7776806,0.0,10.657722,9.698465,3.5285425,4.244306,3.1199436,11.557559,5.7664022,3.152474,1.657695,7.675784,10.342512,11.441902,13.600848,0.0,0.0,5.3263097,1.6473856,13.835167,4.3412967,4.928804,4.6634245,2.275906,6.7828846,2.0952,9.910039,5.6781516,4.025948,3.8373795,2.8955133,6.2451596,6.1779456,3.1172817,0.0,9.786688,4.8567147,0.0,0.6283819,9.957788,10.342748,4.321734,3.7383888,1.3438176,12.654848,0.0,4.789817,2.0857356,4.572889,0.0,8.100029,1.0117344,0.0,3.0270984,4.8654737,8.847951,3.3548226,1.4091228,0.0,0.3630747,1.2419313,9.138831,5.1150613,0.0,1.0
2.5578392,0.0,2.0017183,7.013242,4.8469114,6.409794,0.26872784,8.823168,4.6329083,1.107096,1.940051,7.924861,2.7165601,10.4491005,3.0847857,0.0,1.2209704,1.7770779,5.3361096,3.0729003,0.0,5.756571,0.17420551,0.0,1.6622502,2.8803952,6.110572,2.4562964,1.2329305,6.111474,7.6093516,10.047765,2.9286084,5.995367,1.4868307,7.999322,2.9740913,7.483519,9.433843,7.374343,9.054698,7.622898,2.8036027,5.0105524,7.050308,6.168482,7.0187793,2.4546144,6.0171785,3.2732208,4.9059873,0.9103028,5.549396,0.016446605,4.8423715,7.2847724,5.6010323,6.9810824,5.783185,5.941821,1.1720817,5.2330112,3.2696123,2.0546188,0.0
0.0,0.0,6.3838644,2.4176805,3.7211866,5.5469465,2.037661,2.9679935,3.2002378,8.409672,0.29377738,6.3838716,3.8993711,0.27937686,0.2434556,0.0,1.8821282,2.563652,1.5503026,5.650569,4.746892,4.3470073,3.990312,3.6414576,2.1972945,3.787285,3.262422,4.8729115,2.5297902,4.580222,6.2370224,1.4302619,9.404335,5.712284,3.4273393,1.7810942,0.0,4.3169255,3.6079266,3.5714016,2.599851,4.8839993,10.905952,7.25598,9.695874,5.562493,1.6075453,9.358896,5.480131,3.6225188,0.2527689,2.359099,5.5298615,0.21786873,5.6761584,1.797023,0.0,0.0042188168,5.1386657,6.060489,2.8886445,2.7337174,4.1187673,5.4622154,0.0
